GrLivArea,MSZoning,Exterior2nd,Exterior1st,BsmtQual,Foundation,ExterQual,HouseStyle,OverallQual,GarageCars,YearBuilt,TotalBsmtSF,FullBath,1stFlrSF,SalePrice
1601,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,8,2,2001,1581,2,1601,272000
1838,RL,VinylSd,VinylSd,Ex,PConc,Ex,1Story,9,3,2006,1838,2,1838,315000
2285,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,3,2000,969,2,997,248000
1680,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,7,2,1998,1650,2,1680,213250
767,RH,MetalSd,MetalSd,Gd,PConc,TA,SFoyer,7,1,1998,723,1,767,133000
1496,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,2006,654,2,664,179665
2183,RL,HdBoard,HdBoard,Gd,PConc,Gd,1.5Fin,7,3,1988,1204,2,1377,229000
1635,RL,Wd Sdng,BrkFace,Gd,BrkTil,TA,1.5Fin,6,2,1923,1065,1,915,210000
768,RL,VinylSd,VinylSd,Gd,CBlock,TA,SFoyer,5,2,1970,768,1,768,129500
825,RM,MetalSd,MetalSd,TA,CBlock,TA,1Story,5,2,1955,825,1,825,125000
2094,FV,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,2003,912,2,912,263000
1069,RL,Plywood,Plywood,Gd,CBlock,TA,1Story,6,2,1977,1069,2,1069,140000
928,RM,BrkFace,BrkFace,TA,CBlock,TA,1Story,5,1,1957,928,1,928,112500
1717,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,8,3,2006,1709,2,1717,255500
1126,RL,VinylSd,VinylSd,,CBlock,TA,1Story,4,2,1949,0,2,1126,108000
2046,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,3,2003,998,2,1006,284000
1048,RM,MetalSd,MetalSd,TA,BrkTil,TA,1.5Unf,5,1,1922,993,1,1048,113000
1092,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,5,1,1957,1092,1,1092,141000
1336,C (all),MetalSd,MetalSd,TA,CBlock,TA,1.5Fin,4,1,1920,637,1,897,108000
1446,RL,HdBoard,HdBoard,Gd,PConc,TA,2Story,7,2,1996,729,2,729,175000
1557,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,2003,1374,2,1557,234000
1392,RL,Wd Sdng,Wd Sdng,Gd,CBlock,TA,1Story,5,2,1957,1392,1,1392,121500
1389,RL,HdBoard,HdBoard,Gd,CBlock,TA,1Story,5,2,1974,1389,1,1389,170000
996,RL,Wd Shng,WdShing,TA,CBlock,TA,1Story,5,0,1940,996,1,996,108000
1674,RL,Wd Sdng,Wd Sdng,Gd,BrkTil,TA,1.5Fin,6,2,1918,1163,2,1163,185000
2295,RL,HdBoard,HdBoard,Gd,PConc,Gd,2Story,7,2,1992,1095,2,1166,268000
1647,RL,Wd Sdng,Wd Sdng,Gd,PConc,TA,2Story,6,1,1915,806,1,841,128000
2504,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,9,3,2005,1122,2,1134,325000
1535,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,2004,1517,2,1535,214000
2132,RL,Wd Sdng,Wd Sdng,Gd,CBlock,Gd,1.5Fin,8,2,1983,1496,1,1496,316600
943,RL,MetalSd,MetalSd,Gd,CBlock,TA,SFoyer,5,2,1979,943,1,943,135960
1728,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,5,2,1965,1728,2,1728,142600
864,RL,Wd Shng,WdShing,TA,CBlock,TA,1Story,6,1,1959,864,1,864,120000
1692,RL,VinylSd,VinylSd,Ex,PConc,TA,2Story,7,2,2009,846,2,846,224500
1430,RL,VinylSd,VinylSd,Gd,PConc,TA,SLvl,7,2,2000,384,2,774,170000
1109,RL,AsphShn,MetalSd,TA,CBlock,TA,SLvl,5,1,1971,372,1,576,139000
1216,RL,MetalSd,MetalSd,TA,CBlock,TA,1.5Fin,5,1,1947,832,1,832,118500
1477,RL,Wd Sdng,Wd Sdng,TA,BrkTil,TA,1.5Fin,7,1,1928,861,2,877,145000
1320,RL,VinylSd,VinylSd,TA,CBlock,TA,SLvl,5,2,1966,1164,1,1320,164500
1392,FV,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,2007,689,2,703,146000
1795,RM,MetalSd,MetalSd,TA,BrkTil,TA,1.5Fin,5,1,1954,1050,2,1050,131500
1429,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,6,2,1960,1144,1,1429,181900
2042,RL,VinylSd,VinylSd,Ex,PConc,Ex,1Story,8,3,2008,2042,2,2042,253293
816,RL,HdBoard,HdBoard,Gd,CBlock,TA,SFoyer,6,0,1990,816,1,816,118500
2775,RM,Wd Sdng,Wd Sdng,TA,BrkTil,Ex,2.5Unf,10,2,1893,1237,3,1521,325000
1573,RM,AsbShng,AsbShng,TA,BrkTil,TA,1.5Fin,4,1,1935,884,1,989,133000
2028,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,8,3,2005,1868,2,2028,369900
838,RL,Wd Shng,Stucco,TA,BrkTil,TA,1Story,6,1,1918,816,1,838,130000
860,RL,HdBoard,HdBoard,TA,CBlock,TA,SFoyer,5,2,1982,840,1,860,137000
1473,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,5,1,1968,1437,1,1473,143000
935,RM,VinylSd,VinylSd,TA,BrkTil,TA,1Story,5,1,1930,742,1,779,79500
1582,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,2004,770,2,770,185900
2296,RL,CmentBd,CemntBd,Ex,PConc,Ex,2Story,10,3,2008,1722,2,1728,451950
816,RL,HdBoard,HdBoard,TA,PConc,TA,1Story,5,2,1982,816,1,816,138000
848,RM,VinylSd,VinylSd,Gd,PConc,Gd,1Story,6,2,2003,848,1,848,140000
924,RL,HdBoard,HdBoard,Gd,CBlock,TA,1Story,5,1,1975,924,1,924,110000
1826,RL,Other,VinylSd,Gd,PConc,Gd,1Story,8,3,2005,1814,2,1826,319000
1368,RM,VinylSd,VinylSd,TA,CBlock,TA,2Story,6,1,1910,684,1,684,114504
1402,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,7,3,2006,1258,0,1402,194201
1647,RL,Plywood,Plywood,Gd,CBlock,TA,1Story,5,2,1977,1430,2,1647,217500
1556,RM,MetalSd,MetalSd,Gd,CBlock,TA,2Story,6,2,1980,716,2,716,151000
1904,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,2,2005,1058,2,1058,275000
1375,RM,Wd Sdng,Wd Sdng,TA,PConc,TA,1.5Fin,6,1,1937,780,1,780,141000
1915,RL,HdBoard,HdBoard,Gd,PConc,Gd,2Story,8,2,1992,908,2,927,220000
1200,FV,MetalSd,MetalSd,Gd,PConc,Gd,2Story,7,2,2004,600,2,600,151000
1494,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,2002,1494,2,1494,221000
1986,RL,HdBoard,HdBoard,TA,CBlock,TA,2Story,7,2,1965,768,2,1186,205000
1040,RL,VinylSd,VinylSd,Gd,PConc,TA,1Story,5,2,1996,1040,1,1040,152000
2008,RL,MetalSd,MetalSd,TA,CBlock,TA,2Story,5,1,1948,896,3,1112,225000
3194,RL,Wd Sdng,BrkFace,Gd,PConc,TA,2Story,8,2,1934,965,2,1940,359100
1029,RL,VinylSd,VinylSd,TA,CBlock,TA,1Story,4,1,1961,1029,1,1029,118500
2153,RL,VinylSd,VinylSd,Ex,PConc,Gd,2Story,9,3,2000,1440,2,1476,313000
1032,RL,HdBoard,HdBoard,Gd,CBlock,TA,SLvl,6,2,1978,1032,2,1032,148000
1872,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,2,2001,1299,2,1299,261500
1120,RL,VinylSd,VinylSd,Gd,PConc,TA,1Story,5,0,2007,1120,1,1120,147000
630,RM,CmentBd,CemntBd,Gd,CBlock,TA,SFoyer,4,0,1972,630,1,630,75500
1054,RL,MetalSd,MetalSd,TA,PConc,TA,SFoyer,6,2,1963,936,1,1054,137500
1509,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,6,2,2002,783,2,807,183200
832,RL,MetalSd,MetalSd,TA,CBlock,TA,1.5Unf,6,2,1954,832,1,832,105500
1828,RL,CmentBd,CemntBd,Ex,PConc,Ex,1Story,9,3,2007,1822,2,1828,314813
2262,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,3,2003,1482,2,1482,305000
864,RL,Stucco,Stucco,TA,BrkTil,TA,1Story,3,0,1914,864,1,864,67000
2614,RL,HdBoard,HdBoard,TA,CBlock,TA,2Story,6,2,1974,1522,2,1548,240000
980,RL,Plywood,Plywood,TA,CBlock,TA,1Story,5,2,1977,980,1,980,135000
1512,FV,MetalSd,MetalSd,Gd,PConc,Gd,2Story,6,2,2000,756,2,756,168500
1790,RL,VinylSd,VinylSd,TA,CBlock,TA,2Story,6,2,1972,732,1,1012,165150
1116,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,6,2,1962,1116,1,1116,160000
1422,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,5,1,1960,978,1,1422,139900
1520,RL,AsbShng,AsbShng,TA,CBlock,TA,SLvl,6,1,1955,1156,1,1520,153000
2080,RL,Plywood,Plywood,Gd,PConc,TA,2Story,5,2,1969,1040,1,1040,135000
1350,RL,Wd Sdng,Plywood,TA,CBlock,TA,SLvl,6,2,1964,1248,1,1350,168500
1750,RM,VinylSd,VinylSd,Fa,BrkTil,TA,2Story,5,1,1880,636,1,1089,124000
1554,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,8,2,2006,1554,2,1554,209500
1411,RL,Plywood,Plywood,TA,CBlock,TA,1Story,7,2,1977,1386,2,1411,82500
1056,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,5,1,1954,1056,1,1056,139400
1056,RL,Plywood,Plywood,TA,CBlock,TA,SFoyer,6,2,1980,1056,0,1056,144000
3395,RH,VinylSd,VinylSd,TA,CBlock,Fa,2.5Fin,6,0,1914,1440,2,1440,200000
800,RM,AsbShng,AsbShng,TA,BrkTil,Fa,1Story,2,0,1936,264,1,800,60000
1387,RM,Wd Sdng,Wd Sdng,TA,CBlock,TA,1.5Fin,5,1,1954,811,2,811,93000
796,RL,Wd Sdng,MetalSd,Fa,CBlock,TA,1Story,5,0,1910,796,1,796,85000
1567,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,8,3,2006,1520,2,1567,264561
1518,RL,MetalSd,MetalSd,Ex,PConc,Ex,1Story,8,2,2003,1518,1,1518,274000
1929,FV,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,2001,1057,2,1057,226000
2704,RL,Wd Sdng,Plywood,Gd,CBlock,Gd,SLvl,8,2,1972,1952,2,2000,345000
1620,RL,HdBoard,WdShing,TA,CBlock,TA,2Story,5,2,1969,780,2,780,152000
1766,FV,CmentBd,CemntBd,Ex,PConc,Ex,1Story,9,3,2009,1766,2,1766,370878
981,RL,Plywood,Plywood,TA,CBlock,TA,1Story,6,2,1971,981,1,981,143250
1048,RL,MetalSd,MetalSd,,CBlock,TA,1Story,5,2,1950,0,1,1048,98300
1094,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,6,2,1953,1094,1,1094,155000
1839,RL,MetalSd,MetalSd,TA,CBlock,TA,2Story,6,2,1966,756,1,1051,155000
630,RM,CmentBd,CemntBd,Gd,CBlock,TA,SFoyer,4,0,1970,630,1,630,84500
1665,FV,CmentBd,CemntBd,Gd,PConc,Gd,2Story,7,2,2007,813,2,822,205950
1510,RL,MetalSd,MetalSd,TA,CBlock,TA,2Story,4,1,1940,755,1,755,108000
1716,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,1996,880,2,909,191000
1469,RM,MetalSd,MetalSd,TA,CBlock,TA,1.5Fin,6,1,1906,756,1,756,135000
2113,RL,MetalSd,MetalSd,Gd,PConc,Gd,1Story,8,3,1995,2109,2,2113,350000
1092,RM,ImStucc,HdBoard,TA,CBlock,TA,2Story,6,1,1971,525,1,525,88000
1053,RL,HdBoard,HdBoard,TA,CBlock,Gd,1Story,5,1,1959,1053,1,1053,145500
1502,RL,Wd Shng,Stucco,Gd,BrkTil,TA,2Story,7,1,1931,776,1,851,149000
1458,RL,VinylSd,VinylSd,TA,CBlock,TA,1.5Fin,6,1,1948,912,1,912,97500
1486,RL,MetalSd,MetalSd,TA,PConc,TA,1Story,5,2,1964,1486,1,1486,167000
1935,RL,Plywood,Plywood,Gd,CBlock,TA,2Story,7,2,1976,793,2,1142,197900
2448,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,3,1994,1629,2,1686,402000
1392,RL,Wd Sdng,Wd Sdng,Fa,CBlock,TA,1Story,6,2,1968,1392,1,1392,110000
1181,RL,Plywood,Plywood,Gd,CBlock,TA,SFoyer,4,2,1972,1138,2,1181,137500
2097,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,8,3,2005,2077,1,2097,423000
1936,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,2,2000,1406,2,1454,230500
2380,RL,Plywood,Plywood,Gd,CBlock,TA,2Story,6,2,1965,1021,2,1465,129000
1679,RL,HdBoard,HdBoard,Gd,PConc,TA,1Story,6,2,1994,1408,2,1679,193500
1437,RL,Wd Sdng,CemntBd,TA,CBlock,TA,1Story,5,2,1956,1188,1,1437,168000
1180,RL,MetalSd,MetalSd,Fa,BrkTil,TA,1Story,4,1,1922,700,1,1180,137500
1476,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,6,2,2005,738,2,738,173500
1369,RH,Wd Sdng,Wd Sdng,TA,BrkTil,TA,2Story,6,1,1925,672,2,697,103600
1208,RL,Plywood,Plywood,Gd,CBlock,Gd,1Story,6,2,1977,1208,1,1208,165000
1839,RL,CmentBd,CemntBd,TA,PConc,TA,1Story,6,2,1957,1477,2,1839,257500
1136,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,6,1,1965,1136,1,1136,140000
1441,RL,Brk Cmn,Plywood,TA,CBlock,TA,2Story,6,2,1978,855,2,855,148500
1774,RM,Stucco,AsbShng,TA,BrkTil,TA,2Story,4,3,1900,1095,2,1095,87000
792,RL,VinylSd,VinylSd,TA,BrkTil,Gd,1Story,5,1,1924,768,1,792,109500
2046,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,8,3,2008,2046,2,2046,372500
988,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,5,2,1961,988,1,988,128500
923,RL,Plywood,Plywood,Gd,CBlock,TA,1Story,6,1,1980,923,2,923,143000
1520,RH,Stucco,VinylSd,TA,BrkTil,TA,1.5Fin,5,1,1932,793,1,848,159434
1291,RL,Wd Sdng,Wd Sdng,Gd,PConc,TA,1Story,6,2,1996,1291,1,1291,173000
1668,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,9,3,2002,1626,2,1668,285000
1839,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,1998,1195,2,1195,221000
2090,RL,HdBoard,HdBoard,Gd,CBlock,Gd,2Story,7,2,1984,1190,2,1190,207500
1761,FV,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,2007,874,3,874,227875
1102,FV,MetalSd,MetalSd,Gd,PConc,Gd,2Story,7,2,2004,551,2,551,148800
1419,RL,MetalSd,MetalSd,Gd,PConc,Gd,1Story,8,2,2007,1419,2,1419,392000
1362,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,6,2,2005,1362,2,1362,194700
848,RM,VinylSd,VinylSd,Gd,PConc,Gd,1Story,6,2,2004,848,1,848,141000
4316,RL,HdBoard,HdBoard,Ex,PConc,Ex,2Story,10,3,1994,2444,3,2444,755000
2519,RL,MetalSd,MetalSd,Gd,PConc,Gd,2Story,7,2,1989,1210,2,1238,335000
1073,RL,MetalSd,MetalSd,TA,BrkTil,TA,1Story,5,1,1921,1073,1,1073,108480
1539,RM,Wd Sdng,Wd Sdng,TA,BrkTil,TA,1.5Fin,5,2,1936,927,1,1067,141500
1137,RL,HdBoard,HdBoard,Gd,CBlock,TA,1Story,6,2,1987,1112,2,1137,176000
616,RM,Wd Shng,Wd Sdng,TA,CBlock,TA,1Story,5,1,1921,616,1,616,89000
1148,RL,Wd Sdng,Wd Sdng,Ex,PConc,TA,1Story,5,1,1952,980,1,1148,123500
894,RL,MetalSd,MetalSd,TA,CBlock,TA,1Story,5,1,1965,894,1,894,138500
1391,FV,MetalSd,MetalSd,Gd,PConc,Gd,1Story,7,2,2004,1391,2,1391,196000
1800,RL,VinylSd,VinylSd,Ex,PConc,Gd,1Story,8,3,2002,1800,2,1800,312500
1164,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,7,2,1969,1164,1,1164,140000
2576,RL,VinylSd,VinylSd,Ex,PConc,Ex,2Story,8,3,2006,1234,2,1264,361919
1812,RM,Wd Sdng,Wd Sdng,Gd,BrkTil,TA,2Story,5,2,1900,360,2,1032,140000
1484,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,2004,1473,2,1484,213000
1092,RM,Wd Shng,VinylSd,,Slab,Fa,2Story,4,0,1930,0,2,372,55000
1824,RL,Plywood,Plywood,Gd,CBlock,TA,1Story,7,2,1971,1643,2,1824,302000
1324,RL,MetalSd,MetalSd,Gd,PConc,Gd,1Story,8,2,2006,1324,2,1324,254000
1456,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,2007,728,2,728,179540
904,RL,HdBoard,HdBoard,TA,PConc,TA,1Story,5,1,1966,876,1,904,109900
729,RL,VinylSd,VinylSd,TA,CBlock,Gd,1Story,3,0,1935,270,1,729,52000
1178,C (all),MetalSd,MetalSd,TA,Stone,TA,1.5Fin,4,1,1900,859,1,859,102776
1228,RL,HdBoard,HdBoard,Gd,PConc,Gd,1Story,8,2,1988,1228,2,1228,189000
960,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,4,2,1970,960,1,960,129000
1479,RL,Plywood,HdBoard,TA,CBlock,Gd,2Story,6,2,1976,725,2,725,130500
1350,RL,HdBoard,HdBoard,Gd,CBlock,TA,1Story,6,2,1974,1064,2,1350,165000
2554,RM,VinylSd,Wd Sdng,TA,BrkTil,TA,2Story,7,2,1890,718,1,1576,159500
1178,RL,HdBoard,HdBoard,Gd,CBlock,TA,1Story,5,2,1973,1176,1,1178,157000
2418,RL,ImStucc,Wd Sdng,Gd,PConc,Gd,2Story,7,3,1993,1311,2,1325,341000
971,RL,Plywood,HdBoard,Gd,CBlock,TA,1Story,5,1,1969,971,1,971,128500
1742,RL,HdBoard,HdBoard,Gd,PConc,Gd,1Story,8,2,1985,1742,2,1742,275000
848,RM,VinylSd,VinylSd,Gd,PConc,Gd,1Story,6,2,2004,848,1,848,143000
864,RL,MetalSd,MetalSd,TA,CBlock,TA,1Story,4,2,1970,864,1,864,124500
1470,RL,MetalSd,MetalSd,TA,PConc,TA,1.5Fin,4,1,1954,941,2,997,135000
1698,RL,CmentBd,CemntBd,Ex,PConc,Ex,1Story,9,3,2007,1698,2,1698,320000
864,RL,Plywood,HdBoard,TA,CBlock,TA,1Story,4,2,1970,864,1,864,120500
1680,RL,Plywood,Wd Sdng,Gd,CBlock,Gd,1Story,6,2,1988,880,2,1680,222000
1232,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,2007,1232,2,1232,194500
1776,RL,VinylSd,VinylSd,TA,CBlock,TA,1Story,5,3,1958,1584,2,1776,110000
1208,RM,MetalSd,MetalSd,TA,CBlock,TA,1.5Fin,4,2,1925,780,1,848,103000
1616,RL,CmentBd,CemntBd,Gd,PConc,Gd,1Story,8,2,1995,1595,2,1616,236500
1146,RL,VinylSd,VinylSd,Ex,PConc,Gd,SLvl,7,2,2003,868,2,1146,187500
2031,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,1998,1153,2,1153,222500
1144,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,5,1,1961,864,1,1144,131400
948,RL,Plywood,Plywood,TA,PConc,TA,1Story,5,1,1968,948,1,948,108000
1768,RM,Wd Sdng,Wd Sdng,Gd,BrkTil,TA,2.5Unf,7,2,1914,880,1,880,163000
1040,RL,Stone,Stucco,,CBlock,TA,1Story,3,2,1950,0,2,1040,93500
1801,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,3,2005,893,2,901,239900
1200,RL,Plywood,Plywood,Gd,CBlock,TA,1Story,5,0,1987,1200,3,1200,179000
1728,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,2004,864,2,864,190000
1432,RM,Wd Shng,Wd Sdng,Fa,BrkTil,TA,2Story,5,2,1910,264,2,768,132000
912,RL,HdBoard,HdBoard,TA,CBlock,TA,1Story,6,1,1961,912,1,912,142000
1349,RL,VinylSd,VinylSd,Gd,PConc,TA,1Story,7,2,2000,1349,2,1349,179000
1464,RL,HdBoard,HdBoard,Gd,CBlock,TA,SLvl,5,2,1963,520,2,1464,175000
1337,RL,HdBoard,HdBoard,Gd,PConc,Gd,1Story,8,2,1993,1337,2,1337,180000
2715,RL,VinylSd,VinylSd,TA,CBlock,Ex,2Story,8,2,1976,1142,3,1175,299800
2256,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,2000,952,2,980,236000
2640,RM,Stucco,Stucco,TA,Stone,Gd,2Story,7,4,1880,1240,1,1320,265979
1720,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,1996,1720,2,1720,260400
1529,RL,Wd Shng,WdShing,,Slab,TA,1.5Fin,4,1,1945,0,2,1088,98000
1140,RM,Wd Sdng,Wd Sdng,TA,BrkTil,TA,1.5Fin,4,0,1910,576,1,792,96500
1320,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,2003,660,2,660,162000
1494,RL,VinylSd,VinylSd,Gd,PConc,TA,1Story,6,2,1997,1479,2,1494,217000
2098,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,3,2005,1030,2,1038,275500
1026,RL,Plywood,Plywood,TA,CBlock,TA,1Story,6,2,1969,1026,1,1026,156000
1471,FV,MetalSd,MetalSd,Gd,PConc,TA,2Story,6,2,1999,729,2,742,172500
1768,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,2,2007,866,2,866,212000
1386,RL,HdBoard,HdBoard,TA,CBlock,TA,2Story,6,2,1978,672,2,672,158900
1501,FV,MetalSd,MetalSd,Gd,PConc,TA,2Story,7,2,1999,744,2,757,179400
2531,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,3,1995,1318,2,1328,290000
864,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,6,1,1959,864,1,864,127500
1301,RM,Wd Sdng,Wd Sdng,TA,PConc,TA,1Story,5,2,1924,1145,1,1301,100000
1547,FV,VinylSd,VinylSd,Gd,PConc,TA,2Story,7,2,2009,756,2,764,215200
2365,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,8,3,1999,1252,2,1268,337000
1494,RL,BrkFace,BrkFace,Gd,PConc,Gd,1Story,8,2,1995,1494,1,1494,270000
1506,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,9,2,2008,1498,2,1506,264132
1714,RL,HdBoard,HdBoard,Gd,CBlock,TA,2Story,7,2,1988,980,2,980,196500
1750,RL,VinylSd,VinylSd,Gd,CBlock,TA,1.5Fin,6,1,1940,983,2,983,160000
1836,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,2004,1860,2,1836,216837
3279,RL,Wd Shng,CemntBd,Gd,PConc,Ex,2Story,8,3,2003,1650,3,1690,538000
858,RL,Wd Sdng,Wd Sdng,Gd,CBlock,TA,SFoyer,5,2,1982,858,1,858,134900
1220,RL,Wd Sdng,Wd Sdng,Fa,CBlock,TA,1Story,4,2,1951,836,1,1220,102000
1117,RL,Plywood,Plywood,TA,CBlock,TA,SLvl,6,2,1976,1029,1,1117,107000
912,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,5,1,1958,912,1,912,114500
1973,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,8,3,2006,1935,2,1973,395000
1204,RM,VinylSd,VinylSd,Ex,PConc,TA,1Story,6,2,1998,1204,2,1204,162000
1614,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,3,2005,1614,2,1614,221500
894,RL,Plywood,HdBoard,TA,CBlock,TA,1Story,5,2,1974,864,1,894,142500
2020,RH,Plywood,Plywood,,Slab,TA,1Story,5,2,1977,0,2,2020,144000
1004,RL,ImStucc,Plywood,Gd,CBlock,TA,SFoyer,6,2,1977,975,1,1004,135000
1253,RL,HdBoard,HdBoard,Gd,PConc,TA,1Story,7,2,1995,1237,2,1253,176000
1603,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,6,2,1992,761,2,810,175900
1430,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,2001,1413,2,1430,187100
1110,RL,Plywood,Plywood,Gd,PConc,TA,SFoyer,5,2,1978,1097,1,1110,165500
1484,RM,Wd Shng,Wd Sdng,TA,CBlock,TA,2.5Unf,6,0,1914,742,2,742,128000
1342,RL,Wd Sdng,BrkFace,TA,CBlock,TA,1Story,6,2,1967,1372,2,1342,161500
1652,RM,MetalSd,MetalSd,Fa,PConc,TA,1.5Fin,5,1,1915,686,2,966,139000
2084,RL,VinylSd,VinylSd,Gd,PConc,Gd,2Story,7,2,2004,956,2,956,233000
901,RM,MetalSd,MetalSd,TA,CBlock,TA,1Story,4,1,1954,901,1,901,107900
2087,RL,HdBoard,HdBoard,TA,CBlock,TA,2Story,6,2,1966,832,2,976,187500
1145,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,2005,1145,2,1145,160200
1062,RL,HdBoard,HdBoard,Gd,PConc,TA,SLvl,6,2,1976,1029,1,1062,146800
2013,RL,MetalSd,MetalSd,Gd,PConc,Gd,2Story,7,2,1996,1117,2,1127,269790
1496,RL,CmentBd,CemntBd,Gd,PConc,Gd,1Story,8,2,2007,1496,2,1496,225000
1895,RL,MetalSd,MetalSd,Gd,PConc,Gd,2Story,7,2,1994,712,2,1086,194500
1564,RL,HdBoard,HdBoard,Gd,CBlock,TA,2Story,6,2,1980,650,2,888,171000
1285,RL,Plywood,Plywood,TA,CBlock,TA,1Story,6,2,1977,660,1,1285,143500
773,RL,VinylSd,VinylSd,TA,CBlock,TA,1Story,5,1,1953,773,1,773,110000
3140,RL,VinylSd,VinylSd,Ex,PConc,Ex,2Story,9,3,2008,1926,3,1966,485000
1768,RL,Wd Sdng,Wd Sdng,Gd,BrkTil,TA,1.5Fin,5,1,1937,731,1,981,175000
1688,RL,VinylSd,VinylSd,Gd,PConc,TA,2Story,6,2,1997,616,2,616,200000
1196,RM,MetalSd,MetalSd,TA,CBlock,TA,1Story,4,2,1916,1196,1,1196,109900
1456,RL,Wd Shng,WdShing,Gd,PConc,Gd,2Story,7,2,2005,728,2,728,189000
2822,RL,VinylSd,VinylSd,Ex,PConc,Ex,2Story,9,3,2008,1734,3,1734,582933
1128,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,1Story,5,1,1954,936,1,1128,118000
1428,RL,VinylSd,VinylSd,Gd,PConc,Gd,1Story,7,2,2008,1417,2,1428,227680
980,RL,VinylSd,VinylSd,TA,PConc,TA,SLvl,5,1,1967,980,2,980,135500
1576,RL,Wd Sdng,Wd Sdng,TA,CBlock,TA,2Story,5,2,1923,1324,1,1072,223500
1086,RL,VinylSd,VinylSd,TA,CBlock,TA,SLvl,5,2,1966,1024,1,1086,159950
